test,nthreads,serial,parallel,speedup,total_serial,total_parallel,total_speedup
5,64,6.393084,0.126278,50.62706092906128,6.52736759185791,0.40016746520996094,16.311589920067874
5,64,6.530117,0.127993,51.019329182064645,6.646120548248291,0.385300874710083,17.249170672786867
5,64,6.628884,0.129729,51.097934925883955,6.7533793449401855,0.3929870128631592,17.18473925063717
5,64,5.998096,0.116573,51.453561287776765,6.11308741569519,0.37906360626220703,16.126811740050368
5,64,6.001407,0.116531,51.50051917515511,6.116861343383789,0.38454484939575195,15.906756657891572
5,64,6.021515,0.116641,51.62434306976106,6.142498970031738,0.3805220127105713,16.142296016666407
5,64,6.013803,0.115396,52.11448403757496,6.13532829284668,0.3839378356933594,15.980004371715005
5,64,6.173961,0.11839,52.14934538390067,6.287795066833496,0.3666846752166748,17.14768980492033
5,64,5.995678,0.11496,52.154471120389694,6.113511562347412,0.381270170211792,16.034591845859364
5,64,5.99414,0.114661,52.27706020355657,6.109509706497192,0.37890148162841797,16.12426977123484
5,64,5.990518,0.114469,52.33310328560571,6.106505393981934,0.382967472076416,15.94523253077604
5,64,6.001549,0.114448,52.43909024185656,6.11549973487854,0.3765277862548828,16.24182851339098
5,64,6.037482,0.115029,52.48660772500847,6.1516382694244385,0.3776888847351074,16.28758091130719
5,64,6.018558,0.114614,52.51154309246689,6.1399195194244385,0.37923240661621094,16.190387246198956
5,64,6.009529,0.114433,52.5156991427298,6.124260425567627,0.37755918502807617,16.220663324909477
5,64,6.043857,0.115016,52.547967239340615,6.1654205322265625,0.37943124771118164,16.249111187910398
5,64,6.123909,0.11652,52.55671987641607,6.241000652313232,0.3842136859893799,16.243566743964816
5,64,5.992408,0.113936,52.59450919814633,6.112938165664673,0.37764430046081543,16.187026146576134
5,64,5.995452,0.113865,52.6540376761955,6.109148979187012,0.38343381881713867,15.932733836658505
5,64,6.040572,0.114601,52.70959241193358,6.157287836074829,0.3757486343383789,16.386720465176484
5,64,6.110163,0.115912,52.71380875146663,6.227111577987671,0.37850213050842285,16.451985540010316
5,64,6.173594,0.1165,52.992223175965655,6.2907421588897705,0.3703458309173584,16.986129270869345
5,64,6.054782,0.113983,53.120044217120096,6.17081618309021,0.37474536895751953,16.466690970074996
5,64,6.179339,0.116322,53.12270249823765,6.301724672317505,0.37647104263305664,16.738935957047158
5,64,6.095895,0.114638,53.17516879219804,6.213280200958252,0.3653545379638672,17.00616676498687
5,64,6.102053,0.11463,53.23260054087063,6.218811511993408,0.37615132331848145,16.532738625321908
